RLP,1,1,2,1,1,0,3,1,2,0,0,0,0,1,1,1,1,2,0,2,1,1,0,0,2,2,1,1
BFA,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
RMP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,1,0
AJR,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0
VLJ,1,1,2,1,1,2,0,0,0,0,2,0,0,0,0,1,1,1,2,2,1,2,0,1,2,2,1,1
MGB,1,0,1,1,0,1,1,0,0,0,1,2,1,1,1,0,0,1,1,1,2,1,0,1,1,1,2,2
RPM,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
PSM,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
